ਅਫ਼ਰੀਕਾ	Afrika
ਮੁਰਦਾ ਸਮੁੰਦਰ	Döda havet
ਚੀਤਾ	Gepard
੧੨੬	126
ਬਰਿਹਦਰਥ ਮੌਰੀਆ	Brihadratha
੧੦੧	101
੧੦੫	105
੧੦੮	108
117	117
੧੧੫	115
ਕੋਲਾ	Kol (bränsle)
153	153
156	156
ਵੈਨਕੂਵਰ	Vancouver
੩੦੧	301
116	116
੩੩੦	330
੧੬੫	165
੨੦੩	203
222	222
੧੬੦	160
ਲਿਵਰਪੂਲ	Liverpool
੪੭੭	477
ਲਘੂ ਫ਼ਿਲਮ	Kortfilm
ਬਰੇਮਨ	Bremen
ਕਿਰਿਆ	Verb
168	168
੧੧੨	112
ਵੂਡੀ ਐਲਨ	Woody Allen
ਸੱਤਾ (ਸਮਾਜਿਕ ਅਤੇ ਰਾਜਨੀਤਕ)	Makt
ਬੂਕਮਾਲ	Bokmål
ਟਾਈਟੈਨਿਕ	RMS Titanic
ਇਨਸੈਪਸ਼ਨ	Inception
166	166
ਪਾਊਂਡ ਸਟਰਲਿੰਗ	Brittiskt pund
ਐਂਗੁਈਲਾ	Anguilla
ਗਰਨਜ਼ੇ	Guernsey
ਘੰਟਾ	Timme
ਕੰਗਰੋੜਧਾਰੀ	Ryggradsdjur
ਚੱਕੀ ਰੋਹਾ	Härfågel
ਸੈਲਸੀਅਸ	Grad Celsius
ਜੂਲ	Joule
ਪ੍ਰਿਸ਼ਤੀਨਾ	Pristina
ਕੌਮਾਂਤਰੀ ਪੁਲਾੜ ਅੱਡਾ	Internationella rymdstationen
ਆਈਸੋਟੋਪ	Isotop
ਕੁਰਾਸਾਓ	Curaçao
ਤਤਾਰ ਭਾਸ਼ਾ	Tatariska
ਭਾਰ	Tyngd
ਭਾਸ਼ਾ ਪਰਵਾਰ	Språkfamilj
ਵਾਸ਼ਿੰਗਟਨ	Washington (olika betydelser)
ਬਰਤਾਨਵੀ ਵਰਜਿਨ ਟਾਪੂ	Brittiska Jungfruöarna
ਫੁੱਲਦਾਰ ਬੂਟਾ	Gömfröväxter
ਆਰਕਟਿਕ	Arktis
ਅੰਤੌਨੀ ਗਾਊਦੀ	Antoni Gaudí
ਸਵਿੱਸ ਫ਼ਰਾਂਕ	Schweizisk franc
ਨਵਾਸ ਟਾਪੂ	Navassaön
ਸਾਰਸ (ਪੰਛੀ)	Tranor
ਡਰਾਮਾ	Dramatik
ਅਟਲਾਂਟਿਸ	Atlantis
ਨਾਟਕ	Teaterpjäs
ਬੋਨੇਅਰ	Bonaire
ਡੈੱਨਮਾਰਕੀ ਕਰੋਨਾ	Dansk krona
ਹੇਠਲੀ ਜਰਮਨ ਭਾਸ਼ਾ	Lågtyska
ਕੇਸਰ	Saffran
ਸਾਬਾ	Saba (ö)
ਊਮਿਓ	Umeå
੪੦੦	400
ਲਿਥੁਆਨੀਆਈ ਲਿਤਾਸ	Litas
300	300
ਯਾਦਾਸ਼ਤ ਦਾ ਹਠ	Minnets envishet
ਦਰੱਖਤੀ ਚਿੜੀ	Pilfink
ਹਰਮਨ ਹੈੱਸ	Hermann Hesse
ਕੁਸ਼ਾਨ ਸਲਤਨਤ	Kushan
ਨਿਲੰਬਨ	Suspension
ਸਿੰਟ ਯੂਸਟੇਸ਼ਸ	Sint Eustatius
ਸਿੰਟ ਮਾਰਟਨ	Sint Maarten
ਕ੍ਰੋਏਸ਼ੀਆਈ ਕੂਨਾ	Kroatisk kuna
ਪੂਰਬੀ ਕੈਰੀਬੀਆਈ ਡਾਲਰ	Östkaribisk dollar
ਵਸੀਲੀ ਬੇਲੋਵ	Vasilij Belov
ਸਲਵੀਨ ਦਰਿਆ	Salween
ਬੁੱਢਾ ਅਤੇ ਸਮੁੰਦਰ	Den gamle och havet
ਪੁਲਾੜ ਟਟੋਲ	Rymdsond
ਉਪਗ੍ਰਹਿ	Satellit
ਫ਼ਲਸਤੀਨ ਮੁਕਤੀ ਸੰਗਠਨ	Palestinska befrielseorganisationen
ਸੋਏ	Dill
ਭੰਗ ਪੌਦਾ	Hampa
ਤਮਿਲ ਲਿਪੀ	Tamilska alfabetet
ਹੀਰੋਡਾਟਸ	Herodotos
ਉਥੈਲੋ	Othello
ਸਾਨ ਆਂਦਰੇਸ, ਪ੍ਰੋਵੀਦੈਂਸੀਆ ਅਤੇ ਸਾਂਤਾ ਕਾਤਾਲੀਨਾ ਟਾਪੂ-ਸਮੂਹ	San Andrés och Providencia
ਟੇਲਰ ਸਵਿਫ਼ਟ	Taylor Swift
ਲਕਸ਼ਦੀਪ	Lakshadweep
ਕੁੱਕ ਟਾਪੂ	Cooköarna
ਜਪਾਨ ਸਮੁੰਦਰ	Japanska havet
ਨਾੜੀਦਾਰ ਬੂਟਾ	Kärlväxter
ਪੂਰਬੀ ਏਸ਼ੀਆ	Östasien
ਕੇਂਦਰੀ ਏਸ਼ੀਆ	Centralasien
ਪੱਛਮੀ ਏਸ਼ੀਆ	Sydvästasien
ਇਵਾਨ ਦੇਨੀਸੋਵਿਚ ਦੇ ਜੀਵਨ ਵਿੱਚ ਇੱਕ ਦਿਨ	En dag i Ivan Denisovitjs liv
ਉੱਤਰੀ ਏਸ਼ੀਆ	Nordasien
ਡੇਨਟਿਸਟ	Tandläkare
ਐਂਗਲੋ-ਅਮਰੀਕਾ	Angloamerika
ਉੱਤਰੀ ਅਫ਼ਰੀਕਾ	Nordafrika
ਪੂਰਬੀ ਅਫ਼ਰੀਕਾ	Östafrika
ਕੇਂਦਰੀ ਅਫ਼ਰੀਕਾ	Centralafrika
ਦੱਖਣੀ ਯੂਰਪ	Sydeuropa
ਪੂਰਬੀ ਯੂਰਪ	Östeuropa
ਉੱਤਰੀ ਯੂਰਪ	Nordeuropa
ਪੱਛਮੀ ਯੂਰਪ	Västeuropa
ਕੇਂਦਰੀ ਯੂਰਪ	Centraleuropa
ਐਫ਼ਰੋ-ਯੂਰੇਸ਼ੀਆ	Afrika-Eurasien
ਕੈਰੀਬੀਆਈ ਨੀਦਰਲੈਂਡ	Karibiska Nederländerna
ਕੇਂਦਰੀ ਅਮਰੀਕਾ	Centralamerika
ਮਾਂਕਸ ਪਾਊਂਡ	Isle of Man-pund
ਮਿਖਾਇਲ ਬਾਕੂਨਿਨ	Michail Bakunin
ਸ਼ਾਕਾ ਜ਼ੁਲੂ	Shaka Zulu
ਕ੍ਰਿਸਟਾਡੈਲਫੀਅਨ	Kristadelfianer
ਦੇਵ ਪ੍ਰਯਾਗ	Devaprayag
ਪੀਚੋ ਬੱਕਰੀ	Hoppa hage
ਦਾਲਚੀਨੀ	Kanel
ਅਬਦੁਸ ਸਲਾਮ	Abdus Salam
ਮਗ਼ਰਿਬ	Maghreb
ਅਮਹਾਰੀ ਭਾਸ਼ਾ	Amhariska
ਸਕ੍ਰੀਨਲੇਖਕ	Manusförfattare
ਡਿਗਰੀ (ਕੋਣ)	Grad (vinkelenhet)
ਏਲ ਏਸਕੋਰਲ	El Escorial
ਮਾਇਆ ਸੱਭਿਅਤਾ	Mayakulturen
ਇੰਕਾ ਸਾਮਰਾਜ	Inkariket
ਡਰੇਕੋ (ਵਿਧਾਇਕ)	Drakon
ਧੰਦਾ	Yrke
ਕੱਪੜਾ	Textil
ਫ਼ੀਲਡਜ਼ ਤਗਮਾ	Fieldsmedaljen
ਸ਼ੈਲੀ ਵਿਗਿਆਨ	Stilistik
ਇਸਲਾਮੀ ਕਲੰਡਰ	Muslimska kalendern
ਕ੍ਰਿਸਟੋਫਰ ਮਾਰਲੋਵ	Christopher Marlowe
ਸਮੂਹਿਕ ਅਵਚੇਤਨ	Kollektiva omedvetna
ਕਣਾਦ	Kanada (filosof)
ਭਵਭੂਤੀ	Bhavabhuti
ਮਾਰਟੀ ਆਹਤੀਸਾਰੀ	Martti Ahtisaari
ਆਸਾਮੀ ਭਾਸ਼ਾ	Assamesiska
ਪਿਤਾ ਅਤੇ ਪੁੱਤਰ (ਨਾਵਲ)	Fäder och söner
ਨਰਗਸ (ਬੂਟਾ)	Narcissläktet
ਕਾਅਬਾ	Kaba
ਫਾਉਸਟ (ਗੇਟੇ)	Faust (Goethe)
ਕੁਦਰਤੀ ਕਾਨੂੰਨ	Naturrätt
ਸੰਘਣਾਪਣ	Densitet
ਅਵਾਰ ਭਾਸ਼ਾ	Avariska
ਸ਼ੈਵਰੋਲੇ	Chevrolet
ਅਵੇਸਤਨ ਭਾਸ਼ਾ	Avestiska
ਵੈੱਬਕੈਮ	Webbkamera
ਵਾਈ-ਫ਼ਾਈ	Wi-Fi
ਮਿਸਰੀ ਅਰਬੀ	Egyptisk arabiska
੨੦੫	205
੧੫੯	159
੧੦੭	107
੧੬੨	162
੧੦੩	103
੧੧੯	119
ਚੇਂਗਦੂ	Chengdu
੧੧੮	118
ਏਬੀ ਭਾਸ਼ਾ	Ewe
੧੫੨	152
240	240
੨੧੮	218
496	496
238	238
੧੯੭	197
੪੫੧	451
489	489
੪੦੮	408
464	464
੪੧੦	410
ਸਧਾਰਨ ਕਾਨੂੰਨ	Common law
੪੫੩	453
੧੬੧	161
169	169
੪੮੧	481
੧੫੧	151
੧੫੫	155
੧੨੮	128
੧੨੯	129
੪੬੩	463
੧੯੩	193
251	251
੩੩੭	337
260	260
491	491
੨੨੧	221
230	230
੪੮੦	480
੨੦੯	209
੨੦੨	202
੧੯੨	192
ਚੰਙਚੋ	Zhengzhou
੧੭੩	173
੧੬੩	163
੧੫੪	154
੨੦੧	201
੪੫੬	456
190	190
੧੦੯	109
270	270
452	452
465	465
੪੦੪	404
ਰਾਸ਼ਟਰਪਤੀ	President
੪੦੧	401
੨੬੪	264
ਮਿਖਾਇਲ ਗੋਰਬਾਚੇਵ	Michail Gorbatjov
੪੧੫	415
483	483
469	469
462	462
੪੫੯	459
੪੬੬	466
੪੦੨	402
੩੫੦	350
ਮਦਰ ਟਰੇਸਾ	Moder Teresa
੨੧੧	211
232	232
204	204
੧੮੮	188
੧੧੦	110
111	111
੧੩੭	137
138	138
੧੨੨	122
140	140
੧੬੭	167
੪੩੨	432
੨੩੧	231
੨੩੭	237
੨੩੯	239
੧੩੦	130
੨੨੬	226
੨੦੭	207
475	475
੪੫੪	454
੪੯੫	495
206	206
੪੬੮	468
461	461
੪੬੦	460
194	194
210	210
225	225
੩੧੧	311
੨੨੦	220
ਔਸਕਰ ਵਾਈਲਡ	Oscar Wilde
੩੧੩	313
੧੮੦	180
੪੯੭	497
੪੨੮	428
੪੨੨	422
457	457
੪੭੮	478
੨੫੩	253
੪੬੭	467
੪੫੮	458
ਦਸ ਦਿਨ ਜਿਨਾਂ ਨੇ ਦੁਨੀਆਂ ਹਿਲਾ ਦਿਤੀ	Tio dagar som skakade världen
158	158
੧੫੭	157
੧੬੪	164
124	124
113	113
121	121
106	106
੪੯੪	494
320	320
੨੪੨	242
ਡੇਂਗੂ ਬੁਖਾਰ	Denguefeber
ਯੋ (ਸਿਰਿਲਿਕ)	Ё
੨੯੧	291
ਫ਼ਰਾਂਸੀਸੀ ਪਾਲੀਨੇਸ਼ੀਆ	Franska Polynesien
੪੭੪	474
ਫ਼ਲਾਇੰਗ ਫ਼ਿਸ਼ ਕੋਵ	Flying Fish Cove
੪੮੪	484
੪੯੩	493
੪੭੯	479
੨੮੭	287
407	407
੪੮੫	485
ਹਾਂਗਕਾਂਗ ਡਾਲਰ	Hongkongdollar
ਯਾਰਨ ਜ਼ਿਲ੍ਹਾ	Yaren
ਨਾਰਫ਼ੋਕ ਟਾਪੂ	Norfolkön
ਕ੍ਰਿਸਮਸ ਟਾਪੂ	Julön
੪੪੬	446
651	651
652	652
੪੩੫	435
੪੩੭	437
੪੩੩	433
426	426
425	425
੪੨੯	429
੪੨੩	423
੨੩੫	235
233	233
੨੨੩	223
224	224
216	216
੨੧੯	219
254	254
੨੭੨	272
੨੦੮	208
੧੭੫	175
170	170
171	171
੧੭੨	172
੧੩੯	139
114	114
੧੩੪	134
੧੩੫	135
179	179
੧੪੨	142
੧੮੧	181
146	146
੧੪੫	145
੧੮੩	183
੧੮੨	182
੧੮੪	184
੩੨੪	324
ਤੋਤਾ	Papegojfåglar
੩੨੯	329
੧੩੩	133
੪੧੩	413
258	258
ਯੋਸਾ ਬੂਸੋਨ	Yosa Buson
259	259
196	196
੨੩੬	236
੩੩੨	332
ਕਪਾਨ	Kapan
੪੮੭	487
ਹਰਾਜਦਾਨ	Hrazdan
473	473
੧੭੬	176
੧੪੩	143
ਜਫ਼ਰ ਪਨਾਹੀ	Jafar Panahi
215	215
੧੪੮	148
ਮਾਦੇਜਸਕਿ ਸਟੇਡੀਅਮ	Madejski Stadium
247	247
424	424
ਲੌਫ਼ਟਸ ਰੋਡ ਸਟੇਡੀਅਮ	Loftus Road
ਹਾਥੌਰਨਜ਼	The Hawthorns
492	492
੨੫੬	256
ਲੋਕ ਪ੍ਰਬੰਧ	Offentlig förvaltning
੪੪੧	441
੧੩੧	131
੧੯੧	191
450	450
੪੮੮	488
282	282
੪੭੨	472
੪੭੧	471
੪੯੦	490
੩੧੬	316
ਰਾਜਹੀਣਤਾ	Anarki
295	295
ਅਰਬੀ ਪਰਾਇਦੀਪ	Arabiska halvön
303	303
250	250
ਸਟੇਡੀਅਮ ਆਫ਼ ਲਾਈਟ	Stadium of Light
੪੧੮	418
੩੩੩	333
294	294
ਦੋਸਤ ਮੁਹੰਮਦ ਖਾਨ	Dost Muhammed
217	217
੨੭੭	277
੩੧੨	312
੨੮੪	284
੨੮੩	283
੨੪੧	241
ਮੇਖ	Väduren (stjärntecken)
੨੪੩	243
ਨਕਸ਼ਬੰਦੀ ਸਿਲਸਿਲਾ	Naqshbandi
262	262
੪੯੮	498
336	336
੩੩੪	334
੨੬੬	266
ਮੁੱਕੇਬਾਜ਼ੀ	Boxning
੨੬੧	261
470	470
੩੪੯	349
੨੭੧	271
੨੭੫	275
292	292
੨੯੬	296
੩੪੫	345
431	431
304	304
229	229
੨੬੫	265
੨੬੩	263
੪੨੦	420
੨੮੦	280
੩੦੨	302
੩੦੯	309
੩੫੩	353
੩੩੫	335
367	367
344	344
੨੪੫	245
੨੯੦	290
449	449
੩੦੮	308
255	255
੪੩੯	439
੩੧੯	319
੩੧੮	318
੨੯੯	299
੪੧੯	419
416	416
੩੩੮	338
੩੧੦	310
315	315
੩੫੯	359
੩੬੦	360
੨੭੩	273
੨੮੬	286
ਸ਼ਾਲਕਾ ੦੪ ਫੁੱਟਬਾਲ ਕਲੱਬ	FC Schalke 04
੨੮੮	288
278	278
੪੫੫	455
ਜੈਨੀਫ਼ਰ ਐਨਿਸਟਨ	Jennifer Aniston
੪੮੨	482
੪੮੬	486
567	567
੩੨੮	328
੩੨੫	325
317	317
੨੪੯	249
੩੪੮	348
੪੪੨	442
੪੪੩	443
267	267
੨੪੪	244
੨੪੮	248
343	343
417)	417
੨੬੮	268
੨੬੯	269
੪੯੯	499
ਮਲਾਲਾ ਯੂਸਫ਼ਜ਼ਈ	Malala Yousafzai
੪੦੯	409
405	405
406	406
੪੦੩	403
੪੧੪	414
411	411
412	412
ਜੈਬਰਾ	Zebror
੨੭੬	276
ਮਸਜਿਦ	Moské
੩੧੪	314
323	323
੩੬੬	366
੩੬੨	362
214	214
੨੧੩	213
212	212
੨੨੮	228
227	227
149	149
174	174
ਬਲੋਚੀ ਭਾਸ਼ਾ	Baluchiska
ਬੇਂਬਾ ਭਾਸ਼ਾ	Bemba
੧੮੯	189
੧੯੯	199
੧੪੧	141
੧੩੨	132
125	125
123	123
੧੪੭	147
144	144
੧੯੮	198
178	178
੧੭੭	177
ਭਰੂਣ	Embryo
ਸਟਰਿੰਗ ਥਿਊਰੀ	Strängteori
ਕੋਰਦੋਬਾ ਦੀ ਮਸਜਿਦ-ਗਿਰਜਾ	Mezquita
੧੮੭	187
੧੯੫	195
੧੮੬	186
ਬੋਡੋ ਭਾਸ਼ਾ	Bodo
ਨਾਦੀਆ ਕੋਮਾਨੇਚੀ	Nadia Comăneci
੩੪੭	347
ਤਸਮਾਨ ਸਮੁੰਦਰ	Tasmanhavet
ਭੋਜਪੁਰੀ ਬੋਲੀ	Bhojpuri
ਫੋਨ ਭਾਸ਼ਾ	Fon (språk)
ਮੁਗਲ ਸਲਤਨਤ	Mogulriket
੪੩੬	436
੪੩੪	434
੨੯੩	293
੪੨੭	427
185	185
੩੨੧	321
ਹੋੱਕਾ ਭਾਸ਼ਾ	Hakka (språk)
ਜਲੰਧਰ	Jalandhar
੩੨੭	327
ਉਪਭਾਸ਼ਾ	Dialekt
੪੩੦	430
ਲਿਓਨ ਟਰਾਟਸਕੀ	Lev Trotskij
447	447
੪੪੪	444
ਕੌਮਾਂਤਰੀ ਸ਼ੁੱਧ ਅਤੇ ਵਿਹਾਰਕ ਰਸਾਇਣ ਵਿਗਿਆਨ ਸੰਘ	International Union of Pure and Applied Chemistry
ਆਦਰਸ਼ਵਾਦ	Idealism
ਇਲਾਚੀ	Kardemumma
ਅਜਾਇਬਘਰ	Museum
੨੭੪	274
ਹਿੰਦ-ਇਰਾਨੀ ਭਾਸ਼ਾ ਪਰਵਾਰ	Indoiranska språk
ਈਰਾਨੀ ਭਾਸ਼ਾਵਾਂ	Iranska språk
੨੮੧	281
੩੦੬	306
438	438
ਜਾਵਾਨੀ ਬੋਲੀ	Javanesiska
ਕਸ਼ਮੀਰੀ ਭਾਸ਼ਾ	Kashmiri
੨੯੭	297
੪੨੧	421
੨੯੮	298
੩੫੧	351
ਹਿੰਦ-ਆਰੀਆ ਭਾਸ਼ਾਵਾਂ	Indoariska språk
ਇਗਬੋ ਭਾਸ਼ਾ	Igbo
੩੫੨	352
ਕਿਕਿਊ ਭਾਸ਼ਾ	Kikuyu (språk)
੩੫੫	355
ਕੇਸ਼ਾ	Kesha
ਕਾਰਾ ਸਮੁੰਦਰ	Karahavet
448	448
੪੪੫	445
੩੦੫	305
੨੩੪	234
ਕੰਨੜ ਭਾਸ਼ਾ	Kannada
੩੮੧	381
ਰੇਡੀਅਨ	Radian
੩੮੫	385
307	307
346	346
੨੫੭	257
੨੮੫	285
ਹੈਨੋਫ਼ਾ ੯੬	Hannover 96
੨੮੯	289
ਬਰਟਰੈਂਡ ਰਸਲ	Bertrand Russell
ਅਰਬ ਬਹਾਰ	Arabiska våren
ਤੂ ਫ਼ੂ	Du Fu
ਨਿਊ ਕੈਲੇਡੋਨੀਆ	Nya Kaledonien
੨੫੨	252
ਉੜੀਆ ਭਾਸ਼ਾ	Oriya
ਏਡਮੰਡ ਹਿਲਾਰੀ	Edmund Hillary
ਨੇਪਾਲੀ ਭਾਸ਼ਾ	Nepali
ਵੱਸੋਂ	Befolkning
246	246
ਓਰੋਮ ਭਾਸ਼ਾ	Oromo (språk)
ਥਿਓਡੋਰ ਰੂਜ਼ਵੈਲਟ	Theodore Roosevelt
ਟੂਰ ਡ ਫ਼ਰਾਂਸ	Tour de France
ਮੁੰਡਾ ਭਾਸ਼ਾਵਾਂ	Mundaspråk
357	357
ਸਰਾਇਕੀ	Siraiki
ਉਲੁਰੂ	Uluru
ਚੈਕੋਸਲਵਾਕੀਆ	Tjeckoslovakien
ਨੀਸ	Nice
ਯੂਲ ਵਰਨ	Jules Verne
ਨੇਪਾਲ ਭਾਸ਼ਾ	Newari
ਬਾਲਪਰਾਈਸੋ	Valparaíso
ਸਿੰਧੀ ਭਾਸ਼ਾ	Sindhi
ਅਦਾਕਾਰ	Skådespelare
ਨਿਊਏ	Niue
ਝਰਨਾ	Vattenfall
ਸਾਮੀ ਭਾਸ਼ਾਵਾਂ	Semitiska språk
੩੨੬	326
੩੪੧	341
322	322
ਜਸਟਿਨ ਬੀਬਰ	Justin Bieber
ਹੋਸਨੀ ਮੁਬਾਰਕ	Hosni Mubarak
ਯੂਰਾਲੀ ਭਾਸ਼ਾ-ਪਰਿਵਾਰ	Uraliska språk
੩੮੬	386
ਟਿਗਰੀਨਿਆ ਬੋਲੀ	Tigrinska
ਫ਼ੁਨਾਫ਼ੁਤੀ	Funafuti
374	374
੩੮੦	380
ਮੱਖਣ	Smör
ਪਾਬਲੋ ਨੇਰੂਦਾ	Pablo Neruda
ਹੈਨਰੀ ਫ਼ੀਲਡਿੰਗ	Henry Fielding
ਜ਼ਿਊਸ	Zeus
ਯਾਸਿਰ ਅਰਾਫ਼ਾਤ	Yassir Arafat
ਆਕਸਫ਼ੋਰਡ	Oxford
ਨਿਆਗਰਾ ਝਰਨਾ	Niagarafallen
ਸੈਨਤ ਭਾਸ਼ਾ	Teckenspråk
136	136
ਕੋਂਕਣੀ ਭਾਸ਼ਾ	Konkani
ਤੁਲੂ ਭਾਸ਼ਾ	Tulu
ਲੀਨਸ ਤੂਰਵਲਦਸ	Linus Torvalds
ਅਕੇਵਾਂ	Tristess
ਪੋਰਤ-ਓ-ਪ੍ਰੈਂਸ	Port-au-Prince
ਰੂਸੀ ਸਲਤਨਤ	Kejsardömet Ryssland
ਤਿੱਬਤੀ ਭਾਸ਼ਾ	Tibetanska
ਵੁੱਡਰੋਅ ਵਿਲਸਨ	Woodrow Wilson
ਡਾਕਟਰ ਹੂ	Doctor Who
ਤਸਮਾਨੀਆ	Tasmanien
ਸਾਜ਼	Musikinstrument
ਸਾਬਣ	Tvål
ਬੇਨਜ਼ੀਰ ਭੁੱਟੋ	Benazir Bhutto
ਸ਼ਕੀਰਾ	Shakira
ਆਕਸਫ਼ੋਰਡ ਯੂਨੀਵਰਸਿਟੀ	Oxfords universitet
ਸੜਕ	Väg
ਅਲੈਗਜ਼ੈਂਡਰ ਸੋਲਜ਼ੇਨਿਤਸਿਨ	Aleksandr Solzjenitsyn
ਹੈਲੀਕਾਪਟਰ	Helikopter
ਮੋਟਰਸਾਈਕਲ	Motorcykel
੩੮੨	382
੩੪੨	342
੩੭੩	373
ਲਾ ਲਾਗੂਨਾ ਵੱਡਾ ਗਿਰਜਾਘਰ	Katedralen i San Cristóbal de La Laguna
372	372
ਈਜੀਅਨ ਸਮੁੰਦਰ	Egeiska havet
ਫ਼ਰਾਤ	Eufrat
ਕਿਓਤੋ	Kyoto
ਸੇਂਟ ਪੀਏਰ ਅਤੇ ਮੀਕਲੋਂ	Saint-Pierre och Miquelon
ਗੁਸਤਾਵ ਕੋਰਬੇ	Gustave Courbet
ਸਿਨਾਗੌਗ	Synagoga
ਜੋਹਾਨਿਸਬਰਗ	Johannesburg
ਜੇ. ਕੇ. ਰਾਓਲਿੰਗ	J.K. Rowling
ਹੀਰੋਸ਼ੀਮਾ	Hiroshima
ਅਲਬੇਰ ਕਾਮੂ	Albert Camus
ਫ਼ਾਰਸੀ ਖਾੜੀ	Persiska viken
ਗੁਲਾਬ	Rossläktet
ਕਿੰਗਸਟਨ, ਜਮੈਕਾ	Kingston
ਚਿੱਤਰਾ	Leopard
ਗੈਂਡਾ	Noshörningar
ਜਿਨਸ (ਜੀਵ-ਵਿਗਿਆਨ)	Släkte
ਰੂਡਿਆਰਡ ਕਿਪਲਿੰਗ	Rudyard Kipling
ਸੋਮਾਲੀਲੈਂਡ	Somaliland
ਟਾਪੂਨੁਮਾ	Halvö
ਐਕਸ ਕਿਰਨ	Röntgenstrålning
ਫ਼ਰੀਡਰਿਸ਼ ਐਂਗਲਸ	Friedrich Engels
ਸ਼ਿਨਚਿਆਂਙ	Xinjiang
ਅਲਬੂਕਰਕੀ, ਨਿਊ ਮੈਕਸੀਕੋ	Albuquerque
ਨਵਾਂ ਸਾਲ	Nyår
ਸਾਂਤੋ ਦੋਮਿੰਗੋ	Santo Domingo
ਪਪੀਤਾ	Papaya
੩੭੫	375
ਤਿੰਨ-ਪਸਾਰੀ ਖ਼ਲਾਅ	3D
ਬ੍ਰਿਜ਼ਬਨ	Brisbane
ਏਰਿਕ ਹਾਬਸਬਾਮ	Eric Hobsbawm
ਕਲੌਡੀਅਸ ਟੋਲੇਮੀ	Klaudios Ptolemaios
ਵਿਟਾਮਿਨ	Vitamin
ਬੈਂਜਾਮਿਨ ਫ਼ਰੈਂਕਲਿਨ	Benjamin Franklin
ਡੀ.ਐਚ. ਲਾਰੰਸ	D.H. Lawrence
ਆਈਜ਼ੈਕ ਐਸੀਮੋਵ	Isaac Asimov
ਤੌਰਾ	Torah
ਅਜ਼ੋਵ ਸਮੁੰਦਰ	Azovska sjön
ਏਗਥਾ ਕਰਿਸਟੀ	Agatha Christie
ਦੱਖਣੀ ਜਾਰਜੀਆ ਅਤੇ ਦੱਖਣੀ ਸੈਂਡਵਿਚ ਟਾਪੂ	Sydgeorgien och Sydsandwichöarna
ਕੌਮੀ ਰਾਜਧਾਨੀਆਂ ਦੀ ਸੂਚੀ	Lista över huvudstäder
ਕਹਾਵਤਾਂ	Ordspråk
ਵਿਲਹੈਲਮ ਰੋਂਟਗਨ	Wilhelm Röntgen
ਓਡੇਸੀ	Odysséen
ਕੁਵੈਤ ਸ਼ਹਿਰ	Kuwait (stad)
ਸ਼ੈਤਾਨ	Satan
ਕੂਗਰ	Puma
ਤੱਤ-ਮੀਮਾਂਸਾ	Metafysik
੩੮੭	387
ਨਿਕੀਤਾ ਖਰੁਸ਼ਚੇਵ	Nikita Chrusjtjov
ਅਰਬ ਲੋਕ	Araber
ਸੂਮਰ	Sumer
ਕੋਲੰਬੋ	Colombo
ਧੁਨੀ ਵਿਗਿਆਨ	Fonetik
ਮਦੀਨਾ	Medina
ਪੁਰਾਤਨ ਯੂਨਾਨੀ	Klassisk grekiska
ਐਫਰੋਡਾਇਟੀ	Afrodite
ਵਾਈਟ ਹਾਊਸ	Vita huset
ਵਾਲਿਸ ਅਤੇ ਫ਼ੁਤੂਨਾ	Wallis- och Futunaöarna
ਤਾਤਾਰ	Tatarer
ਦਜਲਾ ਦਰਿਆ	Tigris
ਯੂਰਾਲ ਪਰਬਤ	Uralbergen
ਸਰ ਆਰਥਰ ਕਾਨਨ ਡੌਇਲ	Arthur Conan Doyle
ਨੋਬਲ ਸ਼ਾਂਤੀ ਇਨਾਮ	Nobels fredspris
ਗਲੇਸ਼ੀਅਰ	Glaciär
ਪਿਟਕੇਰਨ ਟਾਪੂ	Pitcairnöarna
ਸੰਖਿਆ ਰੇਖਾ	Tallinjen
ਸਾਊਥ ਆਸਟਰੇਲੀਆ	South Australia
ਪਦਾਰਥ	Materia
ਓਸਾਕਾ	Osaka
ਕੈਂਬਰਿਜ ਯੂਨੀਵਰਸਿਟੀ	Universitetet i Cambridge
ਸਪਿਨੋਜ਼ਾ	Baruch Spinoza
ਖੰਘ	Hosta
ਰਾਇਟ ਭਰਾ	Bröderna Wright
ਪਲਾਤਾ ਦਰਿਆ	Río de la Plata
ਦਮਾ	Astma
ਕਿਰਗਿਜ਼ਸਤਾਨੀ ਸੋਮ	Kirgizistansk som
ਅਰਾਲ ਸਮੁੰਦਰ	Aralsjön
ਲਾਂਬੋਰਗੀਨੀ	Lamborghini
ਉਮਰ ਖ਼ਯਾਮ	Omar Khayyam
ਬਾਂਸ	Bambu
ਇੰਟਰ ਲਿੰਗੂਆ	Interlingua
ਇਲੋਕਾਨੋ ਭਾਸ਼ਾ	Ilokano
ਪਾਲੀਨੇਸ਼ੀਆ	Polynesien
ਸੁਹਜ ਸ਼ਾਸਤਰ	Estetik
ਇਜ਼ਮਿਰ	Izmir
ਕੋਕੋਸ (ਕੀਲਿੰਗ) ਟਾਪੂ	Kokosöarna
ਹੋ ਚੀ ਮਿਨ੍ਹ	Ho Chi Minh
ਕਵੀਨਜ਼ਲੈਂਡ	Queensland
ਦ ਟ੍ਰਾਇਲ	Processen
ਮੈਥਿਲੀ ਭਾਸ਼ਾ	Maithili
ਜਿਬਰਾਲਟਰ ਪਣਜੋੜ	Gibraltar sund
ਅੰਜੀਰ	Fikon
